v2 LocusID,v1 LocusID,Uniprot Acc N°,EMBL
,Esi_0073_0123,D7G6D6,CBJ27531.1
Ec-10_001470,Esi_0073_0124,D7G6D7,CBJ27532.1
Ec-10_001480,Esi_0073_0125,D7G6D8,CBJ27533.1
Ec-10_001500,Esi_0073_0128,D7G6D9,CBJ27534.1
Ec-10_001510,Esi_0073_0132,D7G6E0,CBJ27535.1
Ec-10_001520,Esi_0073_0135,D7G6E1,CBJ27536.1
Ec-10_001530,Esi_0073_0136,D7G6E2,CBJ27537.1
Ec-10_001540,Esi_0073_0137,D7G6E3,CBJ27538.1
Ec-10_001550,Esi_0073_0138,D7G6E4,CBJ27539.1
Ec-10_001560,Esi_0073_0139,D7G6E5,CBJ27540.1
Ec-10_001570,Esi_0073_0140,D7G6E6,CBJ27541.1
Ec-10_001580,Esi_0073_0141,D7G6E7,CBJ27542.1
Ec-10_001590,Esi_0073_0142,D7G6E8,CBJ27543.1
Ec-10_001600,Esi_0073_0143,D7G6E9,CBJ27544.1
Ec-10_001610,Esi_0073_0144,D7G6F0,CBJ27545.1
Ec-10_001620,Esi_0073_0146,D7G6F1,CBJ27546.1
Ec-10_001630,Esi_0073_0147,D7G6F2,CBJ27547.1
Ec-10_001640,Esi_0073_0151,D7G6F3,CBJ27548.1
Ec-10_001110,Esi_0073_0162,,
Ec-10_001050,Esi_0073_0167,,
Ec-10_001090,Esi_0073_0168,,
Ec-10_001360,Esi_0073_0169,,
Ec-10_001390,Esi_0073_0170,,
Ec-10_000940,Esi_0073_0171,,
Ec-10_001490,Esi_0073_0172,,
Ec-09_001690,Esi_0074_0001,D8LSH8,CBN77815.1
Ec-09_001700,Esi_0074_0002,D8LSH9,CBN77816.1
Ec-09_001710,Esi_0074_0004,D8LSI0,CBN77817.1
Ec-09_001730,Esi_0074_0005,D8LSI1,CBN77818.1
Ec-09_001740,Esi_0074_0006,D8LSI2,CBN77819.1
Ec-09_001750,Esi_0074_0007,D8LSI3,CBN77820.1
Ec-09_001760,Esi_0074_0008,D8LSI4,CBN77821.1
Ec-09_001770,Esi_0074_0009,D8LSI5,CBN77822.1
Ec-09_001780,Esi_0074_0010,D8LSI6,CBN77823.1
Ec-09_001790,Esi_0074_0012,D8LSI7,CBN77824.1
Ec-09_001800,Esi_0074_0014,D8LSI8,CBN77825.1
Ec-09_001810,Esi_0074_0023,D8LSI9,CBN77826.1
Ec-09_001820,Esi_0074_0024,D8LSJ0,CBN77827.1
Ec-09_001830,Esi_0074_0030,D8LSJ1,CBN77828.1
Ec-09_001840,Esi_0074_0032,D8LSJ2,CBN77829.1
Ec-09_001850,Esi_0074_0039,D8LSJ3,CBN77830.1
Ec-09_001860,Esi_0074_0040,D8LSJ4,CBN77831.1
Ec-09_001870,Esi_0074_0044,D8LSJ5,CBN77832.1
Ec-09_001880,Esi_0074_0045,D8LSJ6,CBN77833.1
Ec-09_001900,Esi_0074_0048,D8LSJ7,CBN77834.1
Ec-09_001910,Esi_0074_0050,D8LSJ8,CBN77835.1
Ec-09_001920,Esi_0074_0053,D8LSJ9,CBN77836.1
,Esi_0074_0054,D8LSK0,CBN77837.1
Ec-09_001930,Esi_0074_0055,D8LSK1,CBN77838.1
Ec-09_001940,Esi_0074_0056,D8LSK2,CBN77839.1
Ec-09_001950,Esi_0074_0057,D8LSK3,CBN77840.1
Ec-09_001960,Esi_0074_0058,D8LSK4,CBN77841.1
Ec-09_001970,Esi_0074_0059,D8LSK5,CBN77842.1
Ec-09_001980,Esi_0074_0060,D8LSK6,CBN77843.1
Ec-09_001990,Esi_0074_0061,D8LSK7,CBN77844.1
Ec-09_002000,Esi_0074_0062,D8LSK8,CBN77845.1
Ec-09_002010,Esi_0074_0065,D8LSK9,CBN77846.1
Ec-09_002030,Esi_0074_0067,D8LSL0,CBN77847.1
Ec-09_002040,Esi_0074_0069,D8LSL1,CBN77848.1
Ec-09_002050,Esi_0074_0070,D8LSL2,CBN77849.1
Ec-09_002060,Esi_0074_0071,D8LSL3,CBN77850.1
Ec-09_002070,Esi_0074_0073,D8LSL4,CBN77851.1
Ec-09_002090,Esi_0074_0075,D8LSL5,CBN77852.1
Ec-09_002110,Esi_0074_0078,D8LSL6,CBN77853.1
Ec-09_002120,Esi_0074_0079,D8LSL7,CBN77854.1
Ec-09_002130,Esi_0074_0081,D8LSL8,CBN77855.1
Ec-09_002140,Esi_0074_0082,D8LSL9,CBN77856.1
Ec-09_002150,Esi_0074_0084,D8LSM0,CBN77857.2
Ec-09_002160,Esi_0074_0087,D8LSM1,CBN77858.1
,Esi_0074_0088,D8LSM2,CBN77859.1
Ec-09_002170,Esi_0074_0089,D8LSM3,CBN77860.1
Ec-09_002180,Esi_0074_0092,D8LSM4,CBN77861.1
Ec-09_002190,Esi_0074_0093,D8LSM5,CBN77862.1
Ec-09_002220,Esi_0074_0097,D8LSM6,CBN77863.1
Ec-09_002230,Esi_0074_0098,D8LSM7,CBN77864.1
Ec-09_002240,Esi_0074_0099,D8LSM8,CBN77865.1
Ec-09_002260,Esi_0074_0100,D8LSM9,CBN77866.1
Ec-09_002280,Esi_0074_0101,D8LSN0,CBN77867.1
,Esi_0074_0102,D8LSN1,CBN77868.1
Ec-09_002290,Esi_0074_0103,D8LSN2,CBN77869.1
Ec-09_002300,Esi_0074_0105,D8LSN3,CBN77870.1
Ec-09_002310,Esi_0074_0106,D8LSN4,CBN77871.1
Ec-09_002020,Esi_0074_0120,,
Ec-09_001890,Esi_0074_0126,,
Ec-09_002080,Esi_0074_0127,,
Ec-09_002100,Esi_0074_0128,,
Ec-09_001720,Esi_0074_0129,,
Ec-09_002200,Esi_0074_0130,,
Ec-09_002210,Esi_0074_0131,,
Ec-09_002250,Esi_0074_0132,,
Ec-09_002270,Esi_0074_0133,,
Ec-05_006110,Esi_0075_0002,D7G6G4,CBJ27549.1
Ec-05_006120,Esi_0075_0004,D7G6G5,CBJ27550.1
Ec-05_006130,Esi_0075_0006,D7G6G6,CBJ27551.1
Ec-05_006140,Esi_0075_0008,D7G6G7,CBJ27552.1
Ec-05_006150,Esi_0075_0009,D7G6G8,CBJ27553.1
Ec-05_006160,Esi_0075_0010,D7G6G9,CBJ27554.1
Ec-05_006170,Esi_0075_0011,D7G6H0,CBJ27555.1
Ec-05_006180,Esi_0075_0012,D7G6H1,CBJ27556.1
Ec-05_006190,Esi_0075_0013,D7G6H2,CBJ27557.1
Ec-05_006200,Esi_0075_0014,D7G6H3,CBJ27558.1
Ec-05_006210,Esi_0075_0015,D7G6H4,CBJ27559.1
Ec-05_006210,Esi_0075_0018,D7G6H5,CBJ27560.1
Ec-05_006220,Esi_0075_0020,D7G6H6,CBJ27561.1
Ec-05_006230,Esi_0075_0022,D7G6H7,CBJ27562.1
Ec-05_006240,Esi_0075_0023,D7G6H8,CBJ27563.1
Ec-05_006250,Esi_0075_0025,D7G6H9,CBJ27564.1
Ec-05_006260,Esi_0075_0035,D7G6I0,CBJ27565.1
Ec-05_006270,Esi_0075_0039,D7G6I1,CBJ27566.1
Ec-05_006280,Esi_0075_0040,D7G6I2,CBJ27567.1
Ec-05_006290,Esi_0075_0042,D7G6I3,CBJ27568.1
Ec-05_006300,Esi_0075_0044,D7G6I4,CBJ27569.1
Ec-05_006310,Esi_0075_0046,D7G6I5,CBJ27570.1
Ec-05_006320,Esi_0075_0048,D7G6I6,CBJ27571.1
Ec-05_006330,Esi_0075_0050,D7G6I7,CBJ27572.1
Ec-05_006340,Esi_0075_0052,D7G6I8,CBJ27573.1
Ec-05_006350,Esi_0075_0053,D7G6I9,CBJ27574.1
Ec-05_006370,Esi_0075_0055,D7G6J0,CBJ27575.1
Ec-05_006380,Esi_0075_0059,D7G6J1,CBJ27576.1
Ec-05_006390,Esi_0075_0061,D7G6J2,CBJ27577.1
Ec-05_006400,Esi_0075_0063,D7G6J3,CBJ27578.1
Ec-05_006410,Esi_0075_0064,D7G6J4,CBJ27579.1
Ec-05_006420,Esi_0075_0065,D7G6J5,CBJ27580.1
Ec-05_006430,Esi_0075_0067,D7G6J6,CBJ27581.1
Ec-05_006440,Esi_0075_0068,D7G6J7,CBJ27582.1
Ec-05_006450,Esi_0075_0069,D7G6J8,CBJ27583.1
Ec-05_006460,Esi_0075_0071,D7G6J9,CBJ27584.1
Ec-05_006470,Esi_0075_0073,D7G6K0,CBJ27585.1
Ec-05_006480,Esi_0075_0075,D7G6K1,CBJ27586.1
Ec-05_006490,Esi_0075_0076,D7G6K2,CBJ27587.1
Ec-05_006500,Esi_0075_0079,D7G6K3,CBJ27588.1
Ec-05_006510,Esi_0075_0080,D7G6K4,CBJ27589.1
Ec-05_006520,Esi_0075_0084,D7G6K5,CBJ27590.1
Ec-05_006540,Esi_0075_0097,D7G6K6,CBJ27591.1
Ec-05_006560,Esi_0075_0110,D7G6K7,CBJ27592.1
Ec-05_006570,Esi_0075_0112,D7G6K8,CBJ27593.1
Ec-05_006580,Esi_0075_0113,D7G6K9,CBJ27594.1
Ec-05_006590,Esi_0075_0119,D7G5F8,CBJ27595.1
Ec-05_006090,Esi_0075_0129,,
Ec-05_006550,Esi_0075_0134,,
Ec-05_006080,Esi_0075_0135,,
Ec-05_006100,Esi_0075_0136,,
Ec-05_006360,Esi_0075_0137,,
Ec-05_006530,Esi_0075_0138,,
Ec-15_003230,Esi_0076_0002,D8LSN5,CBN75235.1
Ec-15_003210,Esi_0076_0004,D8LSN6,CBN75236.1
Ec-15_003200,Esi_0076_0005,D8LSN7,CBN75237.1
Ec-15_003170,Esi_0076_0010,D8LSN8,CBN75238.1
Ec-15_003160,Esi_0076_0012,D8LSN9,CBN75239.1
Ec-15_003150,Esi_0076_0013,D8LSP0,CBN75240.1
Ec-15_003140,Esi_0076_0022,D8LSP1,CBN75241.1
Ec-15_003130,Esi_0076_0026,D8LSP2,CBN75242.1
Ec-15_003120,Esi_0076_0027,D8LSP3,CBN75243.1
Ec-15_003110,Esi_0076_0029,D8LSP4,CBN75244.1
Ec-15_003100,Esi_0076_0030,D8LSP5,CBN75245.1
Ec-15_003090,Esi_0076_0031,D8LSP6,CBN75246.1
Ec-15_003070,Esi_0076_0032,D8LSP7,CBN75247.1
Ec-15_003060,Esi_0076_0036,D8LSP8,CBN75248.1
,Esi_0076_0037,D8LSP9,CBN75249.1
Ec-15_003050,Esi_0076_0038,D8LSQ0,CBN75250.1
Ec-15_003040,Esi_0076_0039,D8LSQ1,CBN75251.1
Ec-15_003030,Esi_0076_0040,D8LSQ2,CBN75252.1
Ec-15_003020,Esi_0076_0042,D8LSQ3,CBN75253.1
Ec-15_003010,Esi_0076_0043,D8LSQ4,CBN75254.1
Ec-15_002990,Esi_0076_0045,D8LSQ5,CBN75255.1
Ec-15_002980,Esi_0076_0048,D8LSQ6,CBN75256.1
Ec-15_002970,Esi_0076_0049,D8LSQ7,CBN75257.1
Ec-15_002960,Esi_0076_0050,D8LSQ8,CBN75258.1
Ec-15_002950,Esi_0076_0054,D8LSQ9,CBN75259.1
Ec-15_002940,Esi_0076_0057,D8LSR0,CBN75260.1
Ec-15_002930,Esi_0076_0060,D8LSR1,CBN75261.1
Ec-15_002920,Esi_0076_0061,D8LSR2,CBN75262.1
Ec-15_002910,Esi_0076_0063,D8LSR3,CBN75263.1
Ec-15_002900,Esi_0076_0066,D8LSR4,CBN75264.1
,Esi_0076_0067,D8LSR5,CBN75265.1
Ec-15_002890,Esi_0076_0069,D8LSR6,CBN75266.1
Ec-15_002870,Esi_0076_0071,D8LSR7,CBN75267.1
Ec-15_002860,Esi_0076_0072,D8LSR8,CBN75268.1
Ec-15_002850,Esi_0076_0074,D8LSR9,CBN75269.1
Ec-15_002830,Esi_0076_0075,D8LSS0,CBN75270.1
Ec-15_002820,Esi_0076_0076,D8LSS1,CBN75271.1
Ec-15_002810,Esi_0076_0077,D8LSS2,CBN75272.1
Ec-15_002800,Esi_0076_0078,D8LSS3,CBN75273.1
Ec-15_002800,Esi_0076_0080,D8LSS4,CBN75274.1
Ec-15_002790,Esi_0076_0081,D8LSS5,CBN75275.1
Ec-15_002780,Esi_0076_0082,D8LSS6,CBN75276.1
Ec-15_002770,Esi_0076_0083,D8LSS7,CBN75277.1
Ec-15_002760,Esi_0076_0087,D8LSS8,CBN75278.1
Ec-15_002750,Esi_0076_0089,D8LSS9,CBN75279.1
Ec-15_002740,Esi_0076_0090,D8LST0,CBN75280.1
Ec-15_002720,Esi_0076_0092,D8LST1,CBN75281.1
Ec-15_002700,Esi_0076_0093,D8LST2,CBN75282.1
Ec-15_002690,Esi_0076_0094,D8LST3,CBN75283.1
Ec-15_002680,Esi_0076_0098,D8LST4,CBN75284.1
Ec-15_002670,Esi_0076_0101,D8LST5,CBN75285.1
Ec-15_002660,Esi_0076_0102,D8LST6,CBN75286.1
Ec-15_002650,Esi_0076_0105,D8LST7,CBN75287.1
Ec-15_002640,Esi_0076_0106,D8LST8,CBN75288.1
Ec-15_002630,Esi_0076_0107,D8LST9,CBN75289.1
Ec-15_002620,Esi_0076_0110,D8LSU0,CBN75290.1
Ec-15_002600,Esi_0076_0111,D8LSU1,CBN75291.1
Ec-15_002580,Esi_0076_0113,D8LSU2,CBN75292.1
Ec-15_002570,Esi_0076_0114,D8LSU3,CBN75293.1
Ec-15_002710,Esi_0076_0127,,
Ec-15_003080,Esi_0076_0135,,
Ec-15_003000,Esi_0076_0136,,
Ec-15_003220,Esi_0076_0137,,
Ec-15_002880,Esi_0076_0138,,
Ec-15_002840,Esi_0076_0139,,
Ec-15_002730,Esi_0076_0140,,
Ec-15_003190,Esi_0076_0141,,
Ec-15_002610,Esi_0076_0142,,
Ec-15_002590,Esi_0076_0143,,
Ec-15_003180,Esi_0076_0144,,
Ec-26_001470,Esi_0077_0002,D8LSU5,CBN77872.1
Ec-26_001480,Esi_0077_0003,D8LSU6,CBN77873.1
Ec-26_001490,Esi_0077_0006,D8LSU7,CBN77874.1
Ec-26_001500,Esi_0077_0007,D8LSU8,CBN77875.1
Ec-26_001520,Esi_0077_0009,D8LSU9,CBN77876.1
Ec-26_001530,Esi_0077_0013,D8LSV0,CBN77877.1
,Esi_0077_0015,D8LSV1,CBN77878.1
Ec-26_001540,Esi_0077_0018,D8LSV2,CBN77879.1
Ec-26_001550,Esi_0077_0019,D8LSV3,CBN77880.1
Ec-26_001560,Esi_0077_0022,D8LSV4,CBN77881.1
Ec-26_001570,Esi_0077_0023,D8LSV5,CBN77882.1
Ec-26_001580,Esi_0077_0024,D8LSV6,CBN77883.1
Ec-26_001590,Esi_0077_0025,D8LSV7,CBN77884.1
Ec-26_001600,Esi_0077_0026,D8LSV8,CBN77885.1
Ec-26_001610,Esi_0077_0034,D8LSV9,CBN77886.1
Ec-26_001620,Esi_0077_0039,D8LSW0,CBN77887.1
Ec-26_001630,Esi_0077_0041,D8LSW1,CBN77888.1
Ec-26_001640,Esi_0077_0043,D8LSW2,CBN77889.1
Ec-26_001650,Esi_0077_0044,D8LSW3,CBN77890.1
Ec-26_001660,Esi_0077_0055,D8LSW4,CBN77891.1
Ec-26_001670,Esi_0077_0057,D8LSW5,CBN77892.1
,Esi_0077_0063,D8LSW6,CBN77893.1
Ec-26_001680,Esi_0077_0066,D8LSW7,CBN77894.1
Ec-26_001690,Esi_0077_0067,D8LSW8,CBN77895.1
Ec-26_001700,Esi_0077_0069,D8LSW9,CBN77896.1
Ec-26_001720,Esi_0077_0071,D8LSX0,CBN77897.1
Ec-26_001730,Esi_0077_0072,D8LSX1,CBN77898.1
Ec-26_001740,Esi_0077_0075,D8LSX2,CBN77899.1
Ec-26_001750,Esi_0077_0086,D8LSX3,CBN77900.1
Ec-26_001760,Esi_0077_0089,D8LSX4,CBN77901.1
Ec-26_001770,Esi_0077_0092,D8LSX5,CBN77902.1
Ec-26_001790,Esi_0077_0094,D8LSX6,CBN77903.1
Ec-26_001800,Esi_0077_0095,D8LSX7,CBN77904.1
Ec-26_001810,Esi_0077_0096,D8LSX8,CBN77905.1
Ec-26_001830,Esi_0077_0097,D8LSX9,CBN77906.1
,Esi_0077_0099,D8LSY0,CBN77907.1
Ec-26_001840,Esi_0077_0100,D8LSY1,CBN77908.1
Ec-26_001850,Esi_0077_0101,D8LSY2,CBN77909.1
Ec-26_001860,Esi_0077_0102,D8LSY3,CBN77910.1
Ec-26_001870,Esi_0077_0105,D8LSY4,CBN77911.1
Ec-26_001880,Esi_0077_0111,D8LSY5,CBN77912.1
Ec-26_001890,Esi_0077_0112,D8LSY6,CBN77913.2
Ec-26_001900,Esi_0077_0114,D8LSY7,CBN77914.1
Ec-26_001920,Esi_0077_0115,D8LSY8,CBN77915.1
Ec-26_001930,Esi_0077_0116,D8LSY9,CBN77916.1
Ec-26_001940,Esi_0077_0117,D8LSZ0,CBN77917.1
Ec-26_001950,Esi_0077_0118,D8LSZ1,CBN77918.1
Ec-26_001960,Esi_0077_0121,D8LSZ2,CBN77919.1
Ec-26_001970,Esi_0077_0122,D8LSZ3,CBN77920.1
Ec-26_001980,Esi_0077_0125,D8LSZ4,CBN77921.1
Ec-26_001990,Esi_0077_0126,D8LSZ5,CBN77922.1
Ec-26_002000,Esi_0077_0127,D8LSZ6,CBN77923.1
Ec-26_002010,Esi_0077_0128,D8LSZ7,CBN77924.1
Ec-26_002020,Esi_0077_0129,D8LSZ8,CBN77925.1
Ec-26_002030,Esi_0077_0130,D8LSZ9,CBN77926.1
Ec-26_002040,Esi_0077_0131,D8LT00,CBN77927.1
Ec-26_001510,Esi_0077_0140,,
Ec-26_001910,Esi_0077_0141,,
Ec-26_001710,Esi_0077_0142,,
Ec-26_001780,Esi_0077_0143,,
Ec-26_001820,Esi_0077_0144,,
Ec-08_003840,Esi_0078_0001,D8LT20,CBN75294.1
Ec-08_003850,Esi_0078_0002,D8LT21,CBN75295.1
Ec-08_003860,Esi_0078_0003,D8LT22,CBN75296.1
Ec-08_003860,Esi_0078_0005,D8LT23,CBN75297.1
Ec-08_003870,Esi_0078_0007,D8LT24,CBN75298.1
,Esi_0078_0010,D8LT25,CBN75299.1
Ec-08_003880,Esi_0078_0011,D8LT26,CBN75300.1
,Esi_0078_0012,D8LT27,CBN75301.1
Ec-08_003890,Esi_0078_0013,D8LT28,CBN75302.1
Ec-08_003900,Esi_0078_0015,D8LT29,CBN75303.1
Ec-08_003920,Esi_0078_0019,D8LT30,CBN75304.1
Ec-08_003940,Esi_0078_0020,D8LT31,CBN75305.1
Ec-08_003960,Esi_0078_0021,D8LT32,CBN75306.1
Ec-08_003970,Esi_0078_0024,D8LT33,CBN75307.1
Ec-08_003990,Esi_0078_0026,D8LT34,CBN75308.1
Ec-08_004000,Esi_0078_0030,D8LT35,CBN75309.1
Ec-08_004010,Esi_0078_0031,D8LT36,CBN75310.1
Ec-08_004020,Esi_0078_0033,D8LT37,CBN75311.1
Ec-08_004030,Esi_0078_0035,D8LT38,CBN75312.1
Ec-08_004040,Esi_0078_0041,D8LT39,CBN75313.1
Ec-08_004050,Esi_0078_0043,D8LT40,CBN75314.1
Ec-08_004060,Esi_0078_0045,D8LT41,CBN75315.1
Ec-08_004070,Esi_0078_0048,D8LT42,CBN75316.1
Ec-08_004080,Esi_0078_0049,D8LT43,CBN75317.1
Ec-08_004090,Esi_0078_0050,D8LT44,CBN75318.1
Ec-08_004100,Esi_0078_0051,D8LT45,CBN75319.1
Ec-08_004110,Esi_0078_0052,D8LT46,CBN75320.1
Ec-08_004130,Esi_0078_0055,D8LT47,CBN75321.1
Ec-08_004210,Esi_0078_0058,D8LT48,CBN75322.1
Ec-08_004230,Esi_0078_0062,D8LT49,CBN75323.1
Ec-08_004250,Esi_0078_0064,D8LT50,CBN75324.1
Ec-08_004260,Esi_0078_0065,D8LT51,CBN75325.1
Ec-08_004270,Esi_0078_0066,D8LT52,CBN75326.1
Ec-08_004280,Esi_0078_0067,D8LT53,CBN75327.1
Ec-08_004290,Esi_0078_0068,D8LT54,CBN75328.1
Ec-08_004290,Esi_0078_0069,D8LT55,CBN75329.1
Ec-08_004300,Esi_0078_0070,D8LT56,CBN75330.1
Ec-08_004310,Esi_0078_0072,D8LT01,CBN75331.1
Ec-08_004320,Esi_0078_0074,D8LT02,CBN75332.1
Ec-08_004330,Esi_0078_0075,D8LT03,CBN75333.1
Ec-08_004340,Esi_0078_0076,D8LT04,CBN75334.1
Ec-08_004350,Esi_0078_0077,D8LT05,CBN75335.1
Ec-08_004360,Esi_0078_0079,D8LT06,CBN75336.1
Ec-08_004370,Esi_0078_0080,D8LT07,CBN75337.1
Ec-08_004380,Esi_0078_0081,D8LT08,CBN75338.1
Ec-08_004390,Esi_0078_0082,D8LT09,CBN75339.1
Ec-08_004400,Esi_0078_0083,D8LT10,CBN75340.1
Ec-08_004410,Esi_0078_0085,D8LT11,CBN75341.1
Ec-08_004420,Esi_0078_0086,D8LT12,CBN75342.1
Ec-08_004430,Esi_0078_0087,D8LT13,CBN75343.1
Ec-08_004440,Esi_0078_0089,D8LT14,CBN75344.1
Ec-08_004450,Esi_0078_0091,D8LT15,CBN75345.1
Ec-08_004460,Esi_0078_0093,D8LT16,CBN75346.1
Ec-08_004470,Esi_0078_0095,D8LT17,CBN75347.1
Ec-08_004480,Esi_0078_0096,D8LT18,CBN75348.1
Ec-08_004500,Esi_0078_0100,D8LT19,CBN75349.1
Ec-08_003950,Esi_0078_0109,,
Ec-08_004120,Esi_0078_0110,,
Ec-08_004140,Esi_0078_0111,,
Ec-08_004150,Esi_0078_0112,,
Ec-08_004160,Esi_0078_0113,,
Ec-08_004170,Esi_0078_0114,,
Ec-08_004180,Esi_0078_0115,,
Ec-08_004190,Esi_0078_0116,,
Ec-08_004200,Esi_0078_0117,,
Ec-08_003930,Esi_0078_0118,,
Ec-08_003980,Esi_0078_0119,,
Ec-08_003910,Esi_0078_0120,,
Ec-08_004220,Esi_0078_0121,,
Ec-08_004240,Esi_0078_0122,,
Ec-08_004490,Esi_0078_0123,,
Ec-26_000550,Esi_0079_0003,D7G6Q2,CBJ27596.1
Ec-26_000540,Esi_0079_0014,D7G6Q3,CBJ27597.1
Ec-26_000530,Esi_0079_0016,D7G6Q4,CBJ27598.1
Ec-26_000520,Esi_0079_0018,D7G6Q5,CBJ27599.1
Ec-26_000510,Esi_0079_0019,D7G6Q6,CBJ27600.1
Ec-26_000500,Esi_0079_0020,D7G6Q7,CBJ27601.1
Ec-26_000490,Esi_0079_0022,D7G6Q8,CBJ27602.1
Ec-26_000480,Esi_0079_0023,D7G6Q9,CBJ27603.1
Ec-26_000470,Esi_0079_0024,D7G6R0,CBJ27604.1
Ec-26_000460,Esi_0079_0025,D7G6R1,CBJ27605.1
Ec-26_000430,Esi_0079_0029,D7G6R2,CBJ27606.1
Ec-26_000410,Esi_0079_0032,D7G6R3,CBJ27607.1
,Esi_0079_0034,D7G6R4,CBJ27608.1
,Esi_0079_0035,D7G6R5,CBJ27609.1
Ec-26_000400,Esi_0079_0036,D7G6R6,CBJ27610.1
Ec-26_000390,Esi_0079_0037,D7G6R7,CBJ27611.1
Ec-26_000370,Esi_0079_0040,D7G6R8,CBJ27612.1
Ec-26_000350,Esi_0079_0042,D7G6R9,CBJ27613.1
Ec-26_000340,Esi_0079_0044,D7G6S0,CBJ27614.1
Ec-26_000330,Esi_0079_0045,D7G6S1,CBJ27615.1
Ec-26_000310,Esi_0079_0050,D7G6S2,CBJ27616.1
Ec-26_000300,Esi_0079_0051,D7G6S3,CBJ27617.1
Ec-26_000290,Esi_0079_0052,D7G6S4,CBJ27618.1
Ec-26_000280,Esi_0079_0053,D7G6S5,CBJ27619.1
Ec-26_000270,Esi_0079_0055,D7G6S6,CBJ27620.1
Ec-26_000250,Esi_0079_0058,D7G6S7,CBJ27621.1
Ec-26_000240,Esi_0079_0059,D7G6N7,CBJ27622.1
Ec-26_000220,Esi_0079_0060,D7G6N8,CBJ27623.1
Ec-26_000200,Esi_0079_0061,D7G6N9,CBJ27624.1
Ec-26_000190,Esi_0079_0068,D7G6P0,CBJ27625.1
Ec-26_000180,Esi_0079_0069,D7G6P1,CBJ27626.1
Ec-26_000170,Esi_0079_0070,D7G6P2,CBJ27627.1
Ec-26_000160,Esi_0079_0072,D7G6P3,CBJ27628.1
Ec-26_000150,Esi_0079_0073,D7G6P4,CBJ27629.1
Ec-26_000140,Esi_0079_0074,D7G6P5,CBJ27630.1
Ec-26_000130,Esi_0079_0075,D7G6P6,CBJ27631.1
Ec-26_000120,Esi_0079_0076,D7G6P7,CBJ27632.1
Ec-26_000110,Esi_0079_0079,D7G6P8,CBJ27633.1
Ec-26_000100,Esi_0079_0080,D7G6P9,CBJ27634.1
Ec-26_000080,Esi_0079_0093,D7G6Q0,CBJ27635.1
Ec-26_000070,Esi_0079_0094,D7G6Q1,CBJ27636.1
Ec-26_000450,Esi_0079_0108,,
Ec-26_000440,Esi_0079_0109,,
Ec-26_000360,Esi_0079_0110,,
Ec-26_000320,Esi_0079_0111,,
Ec-26_000420,Esi_0079_0112,,
Ec-26_000380,Esi_0079_0114,,
Ec-26_000260,Esi_0079_0115,,
Ec-26_000230,Esi_0079_0116,,
Ec-26_000210,Esi_0079_0117,,
Ec-26_000090,Esi_0079_0118,,
Ec-04_003790,Esi_0080_0002,D7G786,CBJ27637.1
Ec-04_003770,Esi_0080_0004,D7G787,CBJ27638.1
Ec-04_003750,Esi_0080_0008,D7G788,CBJ27639.1
Ec-04_003730,Esi_0080_0009,D7G789,CBJ27640.1
Ec-04_003720,Esi_0080_0012,D7G790,CBJ27641.1
Ec-04_003710,Esi_0080_0014,D7G791,CBJ27642.1
Ec-04_003700,Esi_0080_0016,D7G792,CBJ27643.1
Ec-04_003690,Esi_0080_0017,D7G793,CBJ27644.1
,Esi_0080_0021,D7G794,CBJ27645.1
Ec-04_003680,Esi_0080_0023,D7G795,CBJ27646.1
Ec-04_003650,Esi_0080_0025,D7G796,CBJ27647.1
Ec-04_003640,Esi_0080_0028,D7G797,CBJ27648.1
Ec-04_003630,Esi_0080_0030,D7G798,CBJ27649.1
Ec-04_003620,Esi_0080_0032,D7G799,CBJ27650.1
Ec-04_003610,Esi_0080_0033,D7G7A0,CBJ27651.1
Ec-04_003600,Esi_0080_0036,D7G7A1,CBJ27652.1
Ec-04_003590,Esi_0080_0037,D7G7A2,CBJ27653.1
Ec-04_003580,Esi_0080_0041,D7G7A3,CBJ27654.1
Ec-04_003570,Esi_0080_0044,D7G7A4,CBJ27655.1
Ec-04_003560,Esi_0080_0047,D7G7A5,CBJ27656.1
Ec-04_003550,Esi_0080_0048,D7G7A6,CBJ27657.1
Ec-04_003540,Esi_0080_0051,D7G7A7,CBJ27658.1
Ec-04_003530,Esi_0080_0052,D7G7A8,CBJ27659.1
Ec-04_003520,Esi_0080_0053,D7G7A9,CBJ27660.1
Ec-04_003490,Esi_0080_0058,D7G7B0,CBJ27661.1
Ec-04_003480,Esi_0080_0060,D7G7B1,CBJ27662.1
Ec-04_003470,Esi_0080_0064,D7G7B2,CBJ27663.1
Ec-04_003460,Esi_0080_0066,D7G7B3,CBJ27664.1
Ec-04_003450,Esi_0080_0068,D7G7B4,CBJ27665.1
Ec-04_003440,Esi_0080_0069,D7G7B5,CBJ27666.1
Ec-04_003430,Esi_0080_0071,D7G7B6,CBJ27667.1
Ec-04_003420,Esi_0080_0072,D7G7B7,CBJ27668.1
Ec-04_003410,Esi_0080_0073,D7G7B8,CBJ27669.1
Ec-04_003400,Esi_0080_0074,D7G7B9,CBJ27670.1
Ec-04_003390,Esi_0080_0075,D7G7C0,CBJ27671.1
Ec-04_003370,Esi_0080_0080,D7G7C1,CBJ27672.1
Ec-04_003360,Esi_0080_0082,D7G7C2,CBJ27673.1
Ec-04_003350,Esi_0080_0083,D7G7C3,CBJ27674.1
